,url,image,title,description
0,https://www.amazon.com/dp/B01HK0W01E/ref=as_li_ss_tl?&th=1&psc=1&linkCode=ll1&tag=ranjithkmr-20&linkId=5406e56887c947ddf7e9ac88129f4994&language=en_US,"<a href=""https://www.amazon.com/dp/B01HK0W01E/ref=as_li_ss_il?&th=1&psc=1&linkCode=li2&tag=ranjithkmr-20&linkId=59553071e63dec593fe98f75fbdc2008&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B01HK0W01E&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=ranjithkmr-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=ranjithkmr-20&language=en_US&l=li2&o=1&a=B01HK0W01E"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Bruno Marc Men's Military Motorcycle Combat Boots,"['man made material', 'Rubber sole', 'Heel measures approximately 1 inches""', 'Durable rubber sole', 'Heel measures approximately 1 inch', 'Platform measures approximately 0.5 inch', 'Combat motocycle boot featuring classic vintage design', 'Stylish, flexible and comfort ankle boots']"
1,https://www.amazon.com/dp/B072N8XJ1T/ref=as_li_ss_tl?&th=1&psc=1&linkCode=ll1&tag=ranjithkmr-20&linkId=58d08dd0edf0a6c4bd559ab31431e98c&language=en_US,"<a href=""https://www.amazon.com/dp/B072N8XJ1T/ref=as_li_ss_il?&th=1&psc=1&linkCode=li2&tag=ranjithkmr-20&linkId=788ae9616542497322f0f74362fe8a51&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B072N8XJ1T&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=ranjithkmr-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=ranjithkmr-20&language=en_US&l=li2&o=1&a=B072N8XJ1T"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Bruno Marc Men's Motorcycle Combat Oxford Boots,"['Rubber sole', 'Heel measures approximately 1 inches""', 'Durable rubber sole', 'Combat motocycle boot featuring faux fur lining, cushioned collar and interior zipper closure', 'Heel measures approximately 1 inch', 'Platform measures approximately 0.5 inch', 'Stylish, flexible and comfort ankle boots']"
2,"https://www.amazon.com/Dr-Martens-Chukka-Medium-Womens/dp/B012U9LSRW/ref=as_li_ss_tl?crid=3E9OLWFBTBWN&dchild=1&keywords=doc+martens+alternative&qid=1601197237&sprefix=doc+martens+al,aps,320&sr=8-20&th=1&psc=1&linkCode=ll1&tag=ranjithkmr-20&linkId=7b4a9a03ec2b6ee4831d8e7f9e0c5c14&language=en_US","<a href=""https://www.amazon.com/Dr-Martens-Chukka-Medium-Womens/dp/B012U9LSRW/ref=as_li_ss_il?crid=3E9OLWFBTBWN&dchild=1&keywords=doc+martens+alternative&qid=1601197237&sprefix=doc+martens+al,aps,320&sr=8-20&th=1&psc=1&linkCode=li2&tag=ranjithkmr-20&linkId=6135b837936aac33b4758ff56e72f58e&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B012U9LSRW&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=ranjithkmr-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=ranjithkmr-20&language=en_US&l=li2&o=1&a=B012U9LSRW"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Dr. Martens Bonny Chukka Boot,"['Fabric or Textile', 'Imported', 'Synthetic sole', 'Shaft measures approximately 4.5"" from arch', 'Feautres the Dr. Martens air-cushioned sole', 'Classic and durable sidewall stitch construction', 'Extra tough Nylon for durability', '', '']"
3,"https://www.amazon.com/Dr-Martens-Collection-Unisex-Delaney/dp/B00FZKDBO2/ref=as_li_ss_tl?crid=3E9OLWFBTBWN&dchild=1&keywords=doc+martens+alternative&qid=1601197237&sprefix=doc+martens+al,aps,320&sr=8-23&th=1&psc=1&linkCode=ll1&tag=ranjithkmr-20&linkId=7598b1cd5ce1bc84a0151c6dfed06e23&language=en_US","<a href=""https://www.amazon.com/Dr-Martens-Collection-Unisex-Delaney/dp/B00FZKDBO2/ref=as_li_ss_il?crid=3E9OLWFBTBWN&dchild=1&keywords=doc+martens+alternative&qid=1601197237&sprefix=doc+martens+al,aps,320&sr=8-23&th=1&psc=1&linkCode=li2&tag=ranjithkmr-20&linkId=95ab214407f5a407010735b3806fa8a8&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B00FZKDBO2&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=ranjithkmr-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=ranjithkmr-20&language=en_US&l=li2&o=1&a=B00FZKDBO2"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Dr. Martens Delaney Boot,"['Full-grain leather,Leather', 'Imported', 'Rubber sole', 'Shaft measures approximately 5.5"" from arch', 'Boot opening measures approximately 5.5"" around', 'The DM J Lace Boot by Dr. Martens® offers pure comfort and superb style for everyday wear.', 'Part of the Kids Collection.', '', '', '']"
4,https://www.amazon.com/dp/B074YVKRP6/ref=as_li_ss_tl?&th=1&psc=1&linkCode=ll1&tag=ranjithkmr-20&linkId=2fae7d4285e621723f51bf787d4104aa&language=en_US,"<a href=""https://www.amazon.com/dp/B074YVKRP6/ref=as_li_ss_il?&th=1&psc=1&linkCode=li2&tag=ranjithkmr-20&linkId=06cb993a1dd47c49230d49d9425e2685&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B074YVKRP6&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=ranjithkmr-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=ranjithkmr-20&language=en_US&l=li2&o=1&a=B074YVKRP6"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Resonda Women Fashion Leather Ankle Bootie Casual lace up Short Combat Boots for Girls,"['Leather', 'Leather sole', 'Women fashion Stylish Flexible and Comfort Ankle Boots.', 'Featuring Leather upper,lace up and classic round toe design.', 'Finished with smooth fabric Lining, cushioned footbed for comfort, and non-skid outsole.', 'Combat style make your outfit looks sexy and cool.Ideal for all daily casual occasions,shopping,school,party and outdoor activities.', 'Perfectly suitable with jeans, khakis, skirts,shorts or dresses.']"
5,https://www.amazon.com/dp/B0741QN8M7/ref=as_li_ss_tl?&th=1&psc=1&linkCode=ll1&tag=ranjithkmr-20&linkId=18526a3d51c6d19139d745a7d96c5508&language=en_US,"<a href=""https://www.amazon.com/dp/B0741QN8M7/ref=as_li_ss_il?&th=1&psc=1&linkCode=li2&tag=ranjithkmr-20&linkId=782806f3b8321b9bf5c03110ec1d01e1&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B0741QN8M7&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=ranjithkmr-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=ranjithkmr-20&language=en_US&l=li2&o=1&a=B0741QN8M7"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Polar Fox Brady MPX508571 Mens Casual Classic Combat Fur Lined High-Top Motorcycle Boots,"['SUGGESTED FIT: 1/2 Small Than Your Current Shoe Size / Please Reference Our Size Chart for Details.', 'SPECIFICATIONS: Made With Top Tier Hand Crafted Durable Synthetic Leather For Extra Comfort, Durability, Water Resistance and Breathability. Our Waxed Boot Laces are Not Only Water Resistant But Also Maintain Their Form and Stay Tightened For Longer Periods of Time.', 'MULTI-PURPOSE: Our Padded Interior, Triple Stitched Exterior and Rubber Soles Provide Flexibility, Comfort, Durability, Impact Resistance and Traction With Every Step You Take, Making Them Ideal For Any Activity, Climate, Work and Rugged Outdoor Environment. Our Boots work Hard So You Don’t Have to!', 'ANKLE SUPPORT: Every Boot Is Designed To Protect and Stabilize Your Mid Range Ankle Area From Many Activities, Offering You A 6-Slot / 2-Hook Lacing Mechanism For Complete and Reliable Support. We Have Also Incorporated a Heel Tab and Heavy Duty Zipper to Not Only Prevent Heel Folds During Foot Entry but To Create A Stress-Free On/Off Motion. (NOTE: Our Metal Buckle Does NOT Offer Additional Support).', 'WARRANTY & CARE: Reliable Customer Service Is Our #1 Priority. Here at Conal International, We Readily Offer a 30-Day Money Back Guaranteed and 90-Day Limited Manufacturer’s Warranty. Which Covers (Manufacturing & Material Defects). For Maximum Usage, We Suggest That You Hand Wash and Lay Flat To Air Dry. Our products are NOT Washer/Dryer Safe.']"
6,https://www.amazon.com/dp/B07B9CN83Q/ref=as_li_ss_tl?&th=1&psc=1&linkCode=ll1&tag=ranjithkmr-20&linkId=81269ceeeab879a60b5955c1c3af23a5&language=en_US,"<a href=""https://www.amazon.com/dp/B07B9CN83Q/ref=as_li_ss_il?&th=1&psc=1&linkCode=li2&tag=ranjithkmr-20&linkId=ebe99b57d1791e6e7a55073b6bf79afc&language=en_US"" target=""_blank""><img border=""0"" src=""//ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B07B9CN83Q&Format=_SL160_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=ranjithkmr-20&language=en_US"" ></a><img src=""https://ir-na.amazon-adsystem.com/e/ir?t=ranjithkmr-20&language=en_US&l=li2&o=1&a=B07B9CN83Q"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />",Koask Women's Round Toe Lase-up Ankle Boots Ladies Leather Combat Booties Fashion Boots,"['Shaft measures approximately 6.75"" from arch', '❤ 【LEATHER】: Leather combat boots for women,fashion boots for lady,combat boots for women,black combat boots', '❤ 【HIGH QUALITY COWHIDE AND FASHION DESIGN】: Combat boots using high quality cowhide, fashion boots feel soft, women combat boots is good toughness also fashion boots black', '❤ 【WEAR-RESISTANT BOTTOM】: Combat boots have Rubber sole,cushioned footbed for comfort, and fashion boots is non-skid outsole in black combat boots', '❤ 【PERFECT FOR VARIOUS PANTS】: Ladies combat boots Perfectly suitable with jeans, khakis, skirts,shorts or dresses,also fashion boots or black combat boots', '❤ 【GOOD GIFTS FOR FRIENDS】: Combat boots Suitable for various foot types,Please choose a correct size of fashion boots according to your foot length ,also fashion boots and lady boots, Thank you!']"
